soc_code,soc_title,aioe,isco_code,isco_title,n_isco,aioe_soc_split,anzsco_code,anzsco_title,n_anzsco,aioe_path
27-2022,Coaches and Scouts,0.3188508,3422,"Sports coaches, instructors and officials",1.0,0.3188508,452316,Tennis Coach,10.0,0.031885079999999996
27-2022,Coaches and Scouts,0.3188508,3422,"Sports coaches, instructors and officials",1.0,0.3188508,452317,Other Sports Coach or Instructor,10.0,0.031885079999999996
27-2022,Coaches and Scouts,0.3188508,3422,"Sports coaches, instructors and officials",1.0,0.3188508,452318,Dog and Horse Racing Official,10.0,0.031885079999999996
27-2022,Coaches and Scouts,0.3188508,3422,"Sports coaches, instructors and officials",1.0,0.3188508,452321,Sports Development Officer,10.0,0.031885079999999996
27-2022,Coaches and Scouts,0.3188508,3422,"Sports coaches, instructors and officials",1.0,0.3188508,452322,Sports Umpire,10.0,0.031885079999999996
27-2022,Coaches and Scouts,0.3188508,3422,"Sports coaches, instructors and officials",1.0,0.3188508,452323,Other Sports Official,10.0,0.031885079999999996
27-2023,"Umpires, Referees, and Other Sports Officials",-0.1454976,3422,"Sports coaches, instructors and officials",1.0,-0.1454976,452311,Diving Instructor (Open Water),10.0,-0.01454976
27-2023,"Umpires, Referees, and Other Sports Officials",-0.1454976,3422,"Sports coaches, instructors and officials",1.0,-0.1454976,452312,Gymnastics Coach or Instructor,10.0,-0.01454976
27-2023,"Umpires, Referees, and Other Sports Officials",-0.1454976,3422,"Sports coaches, instructors and officials",1.0,-0.1454976,452314,Snowsport Instructor,10.0,-0.01454976
27-2023,"Umpires, Referees, and Other Sports Officials",-0.1454976,3422,"Sports coaches, instructors and officials",1.0,-0.1454976,452315,Swimming Coach or Instructor,10.0,-0.01454976
27-2023,"Umpires, Referees, and Other Sports Officials",-0.1454976,3422,"Sports coaches, instructors and officials",1.0,-0.1454976,452316,Tennis Coach,10.0,-0.01454976
27-2023,"Umpires, Referees, and Other Sports Officials",-0.1454976,3422,"Sports coaches, instructors and officials",1.0,-0.1454976,452317,Other Sports Coach or Instructor,10.0,-0.01454976
27-2023,"Umpires, Referees, and Other Sports Officials",-0.1454976,3422,"Sports coaches, instructors and officials",1.0,-0.1454976,452318,Dog and Horse Racing Official,10.0,-0.01454976
27-2023,"Umpires, Referees, and Other Sports Officials",-0.1454976,3422,"Sports coaches, instructors and officials",1.0,-0.1454976,452321,Sports Development Officer,10.0,-0.01454976
27-2023,"Umpires, Referees, and Other Sports Officials",-0.1454976,3422,"Sports coaches, instructors and officials",1.0,-0.1454976,452322,Sports Umpire,10.0,-0.01454976
27-2023,"Umpires, Referees, and Other Sports Officials",-0.1454976,3422,"Sports coaches, instructors and officials",1.0,-0.1454976,452323,Other Sports Official,10.0,-0.01454976
27-2031,Dancers,-1.79308,2653,Dancers and choreographers,1.0,-1.79308,211112,Dancer or Choreographer,1.0,-1.79308
27-2032,Choreographers,-0.8860701,2653,Dancers and choreographers,1.0,-0.8860701,211112,Dancer or Choreographer,1.0,-0.8860701
27-2041,Music Directors and Composers,1.03168,2652,"Musicians, singers and composers",1.0,1.03168,211113,Entertainer or Variety Artist,6.0,0.17194666666666666
27-2041,Music Directors and Composers,1.03168,2652,"Musicians, singers and composers",1.0,1.03168,211211,Composer,6.0,0.17194666666666666
27-2041,Music Directors and Composers,1.03168,2652,"Musicians, singers and composers",1.0,1.03168,211212,Music Director,6.0,0.17194666666666666
27-2041,Music Directors and Composers,1.03168,2652,"Musicians, singers and composers",1.0,1.03168,211213,Musician (Instrumental),6.0,0.17194666666666666
27-2041,Music Directors and Composers,1.03168,2652,"Musicians, singers and composers",1.0,1.03168,211214,Singer,6.0,0.17194666666666666
27-2041,Music Directors and Composers,1.03168,2652,"Musicians, singers and composers",1.0,1.03168,211299,Music Professionals nec,6.0,0.17194666666666666
27-2042,Musicians and Singers,0.2904993,2652,"Musicians, singers and composers",1.0,0.2904993,211113,Entertainer or Variety Artist,6.0,0.04841655
27-2042,Musicians and Singers,0.2904993,2652,"Musicians, singers and composers",1.0,0.2904993,211211,Composer,6.0,0.04841655
27-2042,Musicians and Singers,0.2904993,2652,"Musicians, singers and composers",1.0,0.2904993,211212,Music Director,6.0,0.04841655
27-2042,Musicians and Singers,0.2904993,2652,"Musicians, singers and composers",1.0,0.2904993,211213,Musician (Instrumental),6.0,0.04841655
27-2042,Musicians and Singers,0.2904993,2652,"Musicians, singers and composers",1.0,0.2904993,211214,Singer,6.0,0.04841655
27-2042,Musicians and Singers,0.2904993,2652,"Musicians, singers and composers",1.0,0.2904993,211299,Music Professionals nec,6.0,0.04841655
27-3011,Radio and Television Announcers,1.123739,2656,"Announcers on radio, television and other media",1.0,1.123739,212113,Radio Presenter,2.0,0.5618695
27-3011,Radio and Television Announcers,1.123739,2656,"Announcers on radio, television and other media",1.0,1.123739,212114,Television Presenter,2.0,0.5618695
27-3012,Public Address System and Other Announcers,0.7731112,2656,"Announcers on radio, television and other media",1.0,0.7731112,212113,Radio Presenter,2.0,0.3865556
27-3012,Public Address System and Other Announcers,0.7731112,2656,"Announcers on radio, television and other media",1.0,0.7731112,212114,Television Presenter,2.0,0.3865556
27-3021,Broadcast News Analysts,1.229622,2656,"Announcers on radio, television and other media",1.0,1.229622,212113,Radio Presenter,2.0,0.614811
27-3021,Broadcast News Analysts,1.229622,2656,"Announcers on radio, television and other media",1.0,1.229622,212114,Television Presenter,2.0,0.614811
27-3022,Reporters and Correspondents,1.47074,2642,Journalists,1.0,1.47074,212412,Newspaper or Periodical Editor,5.0,0.29414799999999997
27-3022,Reporters and Correspondents,1.47074,2642,Journalists,1.0,1.47074,212413,Print Journalist,5.0,0.29414799999999997
27-3022,Reporters and Correspondents,1.47074,2642,Journalists,1.0,1.47074,212414,Radio Journalist,5.0,0.29414799999999997
27-3022,Reporters and Correspondents,1.47074,2642,Journalists,1.0,1.47074,212416,Television Journalist,5.0,0.29414799999999997
27-3022,Reporters and Correspondents,1.47074,2642,Journalists,1.0,1.47074,212499,Journalists and Other Writers nec,5.0,0.29414799999999997
27-3031,Public Relations Specialists,1.517637,2432,Public relations professionals,1.0,1.517637,212411,Copywriter,3.0,0.505879
27-3031,Public Relations Specialists,1.517637,2432,Public relations professionals,1.0,1.517637,224912,Liaison Officer,3.0,0.505879
27-3031,Public Relations Specialists,1.517637,2432,Public relations professionals,1.0,1.517637,225311,Public Relations Professional,3.0,0.505879
27-3041,Editors,1.190631,2641,Authors and related writers,2.0,0.5953155,212211,Author,4.0,0.148828875
27-3041,Editors,1.190631,2641,Authors and related writers,2.0,0.5953155,212212,Book or Script Editor,4.0,0.148828875
27-3041,Editors,1.190631,2641,Authors and related writers,2.0,0.5953155,212415,Technical Writer,4.0,0.148828875
27-3041,Editors,1.190631,2641,Authors and related writers,2.0,0.5953155,212499,Journalists and Other Writers nec,4.0,0.148828875
27-3041,Editors,1.190631,2642,Journalists,2.0,0.5953155,212412,Newspaper or Periodical Editor,5.0,0.1190631
27-3041,Editors,1.190631,2642,Journalists,2.0,0.5953155,212413,Print Journalist,5.0,0.1190631
27-3041,Editors,1.190631,2642,Journalists,2.0,0.5953155,212414,Radio Journalist,5.0,0.1190631
27-3041,Editors,1.190631,2642,Journalists,2.0,0.5953155,212416,Television Journalist,5.0,0.1190631
27-3041,Editors,1.190631,2642,Journalists,2.0,0.5953155,212499,Journalists and Other Writers nec,5.0,0.1190631
27-3042,Technical Writers,1.316551,2641,Authors and related writers,1.0,1.316551,212211,Author,4.0,0.32913775
27-3042,Technical Writers,1.316551,2641,Authors and related writers,1.0,1.316551,212212,Book or Script Editor,4.0,0.32913775
27-3042,Technical Writers,1.316551,2641,Authors and related writers,1.0,1.316551,212415,Technical Writer,4.0,0.32913775
27-3042,Technical Writers,1.316551,2641,Authors and related writers,1.0,1.316551,212499,Journalists and Other Writers nec,4.0,0.32913775
27-3043,Writers and Authors,1.170131,2641,Authors and related writers,2.0,0.5850655,212211,Author,4.0,0.146266375
27-3043,Writers and Authors,1.170131,2641,Authors and related writers,2.0,0.5850655,212212,Book or Script Editor,4.0,0.146266375
27-3043,Writers and Authors,1.170131,2641,Authors and related writers,2.0,0.5850655,212415,Technical Writer,4.0,0.146266375
27-3043,Writers and Authors,1.170131,2641,Authors and related writers,2.0,0.5850655,212499,Journalists and Other Writers nec,4.0,0.146266375
27-3043,Writers and Authors,1.170131,2431,Advertising and marketing professionals,2.0,0.5850655,212411,Copywriter,6.0,0.09751091666666667
27-3043,Writers and Authors,1.170131,2431,Advertising and marketing professionals,2.0,0.5850655,225111,Advertising Specialist,6.0,0.09751091666666667
27-3043,Writers and Authors,1.170131,2431,Advertising and marketing professionals,2.0,0.5850655,225112,Market Research Analyst,6.0,0.09751091666666667
27-3043,Writers and Authors,1.170131,2431,Advertising and marketing professionals,2.0,0.5850655,225113,Marketing Specialist,6.0,0.09751091666666667
27-3043,Writers and Authors,1.170131,2431,Advertising and marketing professionals,2.0,0.5850655,225114,Content Creator (Marketing),6.0,0.09751091666666667
27-3043,Writers and Authors,1.170131,2431,Advertising and marketing professionals,2.0,0.5850655,225115,Digital Marketing Analyst,6.0,0.09751091666666667
27-3091,Interpreters and Translators,1.351959,2643,"Translators, interpreters and other linguists",1.0,1.351959,272412,Interpreter,3.0,0.45065299999999997
27-3091,Interpreters and Translators,1.351959,2643,"Translators, interpreters and other linguists",1.0,1.351959,272413,Translator,3.0,0.45065299999999997
27-3091,Interpreters and Translators,1.351959,2643,"Translators, interpreters and other linguists",1.0,1.351959,272499,Social Professionals nec,3.0,0.45065299999999997
27-4011,Audio and Video Equipment Technicians,-0.120451,3521,Broadcasting and audio-visual technicians,1.0,-0.120451,342312,Communications Operator,8.0,-0.015056375
27-4011,Audio and Video Equipment Technicians,-0.120451,3521,Broadcasting and audio-visual technicians,1.0,-0.120451,399511,Broadcast Transmitter Operator,8.0,-0.015056375
27-4011,Audio and Video Equipment Technicians,-0.120451,3521,Broadcasting and audio-visual technicians,1.0,-0.120451,399512,"Camera Operator (Film, Television or Video)",8.0,-0.015056375
27-4011,Audio and Video Equipment Technicians,-0.120451,3521,Broadcasting and audio-visual technicians,1.0,-0.120451,399516,Sound Technician,8.0,-0.015056375
27-4011,Audio and Video Equipment Technicians,-0.120451,3521,Broadcasting and audio-visual technicians,1.0,-0.120451,399517,Television Equipment Operator,8.0,-0.015056375
27-4011,Audio and Video Equipment Technicians,-0.120451,3521,Broadcasting and audio-visual technicians,1.0,-0.120451,399599,Performing Arts Technicians nec,8.0,-0.015056375
27-4011,Audio and Video Equipment Technicians,-0.120451,3521,Broadcasting and audio-visual technicians,1.0,-0.120451,599912,"Production Assistant (Film, Television, Radio or Stage)",8.0,-0.015056375
27-4011,Audio and Video Equipment Technicians,-0.120451,3521,Broadcasting and audio-visual technicians,1.0,-0.120451,711912,Motion Picture Projectionist,8.0,-0.015056375
27-4012,Broadcast Technicians,-0.1105672,3521,Broadcasting and audio-visual technicians,1.0,-0.1105672,342312,Communications Operator,8.0,-0.0138209
27-4012,Broadcast Technicians,-0.1105672,3521,Broadcasting and audio-visual technicians,1.0,-0.1105672,399511,Broadcast Transmitter Operator,8.0,-0.0138209
27-4012,Broadcast Technicians,-0.1105672,3521,Broadcasting and audio-visual technicians,1.0,-0.1105672,399512,"Camera Operator (Film, Television or Video)",8.0,-0.0138209
27-4012,Broadcast Technicians,-0.1105672,3521,Broadcasting and audio-visual technicians,1.0,-0.1105672,399516,Sound Technician,8.0,-0.0138209
27-4012,Broadcast Technicians,-0.1105672,3521,Broadcasting and audio-visual technicians,1.0,-0.1105672,399517,Television Equipment Operator,8.0,-0.0138209
27-4012,Broadcast Technicians,-0.1105672,3521,Broadcasting and audio-visual technicians,1.0,-0.1105672,399599,Performing Arts Technicians nec,8.0,-0.0138209
27-4012,Broadcast Technicians,-0.1105672,3521,Broadcasting and audio-visual technicians,1.0,-0.1105672,599912,"Production Assistant (Film, Television, Radio or Stage)",8.0,-0.0138209
27-4012,Broadcast Technicians,-0.1105672,3521,Broadcasting and audio-visual technicians,1.0,-0.1105672,711912,Motion Picture Projectionist,8.0,-0.0138209
27-4013,Radio Operators,0.9408438,3521,Broadcasting and audio-visual technicians,1.0,0.9408438,342312,Communications Operator,8.0,0.117605475
27-4013,Radio Operators,0.9408438,3521,Broadcasting and audio-visual technicians,1.0,0.9408438,399511,Broadcast Transmitter Operator,8.0,0.117605475
27-4013,Radio Operators,0.9408438,3521,Broadcasting and audio-visual technicians,1.0,0.9408438,399512,"Camera Operator (Film, Television or Video)",8.0,0.117605475
27-4013,Radio Operators,0.9408438,3521,Broadcasting and audio-visual technicians,1.0,0.9408438,399516,Sound Technician,8.0,0.117605475
27-4013,Radio Operators,0.9408438,3521,Broadcasting and audio-visual technicians,1.0,0.9408438,399517,Television Equipment Operator,8.0,0.117605475
27-4013,Radio Operators,0.9408438,3521,Broadcasting and audio-visual technicians,1.0,0.9408438,399599,Performing Arts Technicians nec,8.0,0.117605475
27-4013,Radio Operators,0.9408438,3521,Broadcasting and audio-visual technicians,1.0,0.9408438,599912,"Production Assistant (Film, Television, Radio or Stage)",8.0,0.117605475
27-4013,Radio Operators,0.9408438,3521,Broadcasting and audio-visual technicians,1.0,0.9408438,711912,Motion Picture Projectionist,8.0,0.117605475
27-4014,Sound Engineering Technicians,0.3384944,3521,Broadcasting and audio-visual technicians,1.0,0.3384944,342312,Communications Operator,8.0,0.0423118
27-4014,Sound Engineering Technicians,0.3384944,3521,Broadcasting and audio-visual technicians,1.0,0.3384944,399511,Broadcast Transmitter Operator,8.0,0.0423118
27-4014,Sound Engineering Technicians,0.3384944,3521,Broadcasting and audio-visual technicians,1.0,0.3384944,399512,"Camera Operator (Film, Television or Video)",8.0,0.0423118
27-4014,Sound Engineering Technicians,0.3384944,3521,Broadcasting and audio-visual technicians,1.0,0.3384944,399516,Sound Technician,8.0,0.0423118
27-4014,Sound Engineering Technicians,0.3384944,3521,Broadcasting and audio-visual technicians,1.0,0.3384944,399517,Television Equipment Operator,8.0,0.0423118
27-4014,Sound Engineering Technicians,0.3384944,3521,Broadcasting and audio-visual technicians,1.0,0.3384944,399599,Performing Arts Technicians nec,8.0,0.0423118
27-4014,Sound Engineering Technicians,0.3384944,3521,Broadcasting and audio-visual technicians,1.0,0.3384944,599912,"Production Assistant (Film, Television, Radio or Stage)",8.0,0.0423118
27-4014,Sound Engineering Technicians,0.3384944,3521,Broadcasting and audio-visual technicians,1.0,0.3384944,711912,Motion Picture Projectionist,8.0,0.0423118
27-4021,Photographers,-0.3821391,3431,Photographers,1.0,-0.3821391,211311,Photographer,2.0,-0.19106955
27-4021,Photographers,-0.3821391,3431,Photographers,1.0,-0.3821391,399915,Photographer's Assistant,2.0,-0.19106955
