soc_code,soc_title,aioe,isco_code,isco_title,n_isco,aioe_soc_split,anzsco_code,anzsco_title,n_anzsco,aioe_path
49-3043,Rail Car Repairers,-1.48498,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.48498,323211,Fitter (General),4.0,-0.371245
49-3043,Rail Car Repairers,-1.48498,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.48498,323215,"Textile, Clothing and Footwear Mechanic",4.0,-0.371245
49-3043,Rail Car Repairers,-1.48498,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.48498,323299,Metal Fitters and Machinists nec,4.0,-0.371245
49-3043,Rail Car Repairers,-1.48498,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.48498,399999,Technicians and Trades Workers nec,4.0,-0.371245
49-3051,Motorboat Mechanics and Service Technicians,-0.9378443,7231,Motor vehicle mechanics and repairers,1.0,-0.9378443,321211,Motor Mechanic (General),8.0,-0.1172305375
49-3051,Motorboat Mechanics and Service Technicians,-0.9378443,7231,Motor vehicle mechanics and repairers,1.0,-0.9378443,321212,Diesel Motor Mechanic,8.0,-0.1172305375
49-3051,Motorboat Mechanics and Service Technicians,-0.9378443,7231,Motor vehicle mechanics and repairers,1.0,-0.9378443,321213,Motorcycle Mechanic,8.0,-0.1172305375
49-3051,Motorboat Mechanics and Service Technicians,-0.9378443,7231,Motor vehicle mechanics and repairers,1.0,-0.9378443,321214,Small Engine Mechanic,8.0,-0.1172305375
49-3051,Motorboat Mechanics and Service Technicians,-0.9378443,7231,Motor vehicle mechanics and repairers,1.0,-0.9378443,899411,Motor Vehicle Parts and Accessories Fitter (General),8.0,-0.1172305375
49-3051,Motorboat Mechanics and Service Technicians,-0.9378443,7231,Motor vehicle mechanics and repairers,1.0,-0.9378443,899413,Exhaust and Muffler Repairer,8.0,-0.1172305375
49-3051,Motorboat Mechanics and Service Technicians,-0.9378443,7231,Motor vehicle mechanics and repairers,1.0,-0.9378443,899414,Radiator Repairer,8.0,-0.1172305375
49-3051,Motorboat Mechanics and Service Technicians,-0.9378443,7231,Motor vehicle mechanics and repairers,1.0,-0.9378443,899415,Tyre Fitter,8.0,-0.1172305375
49-3052,Motorcycle Mechanics,-0.6656164,7231,Motor vehicle mechanics and repairers,1.0,-0.6656164,321211,Motor Mechanic (General),8.0,-0.08320205
49-3052,Motorcycle Mechanics,-0.6656164,7231,Motor vehicle mechanics and repairers,1.0,-0.6656164,321212,Diesel Motor Mechanic,8.0,-0.08320205
49-3052,Motorcycle Mechanics,-0.6656164,7231,Motor vehicle mechanics and repairers,1.0,-0.6656164,321213,Motorcycle Mechanic,8.0,-0.08320205
49-3052,Motorcycle Mechanics,-0.6656164,7231,Motor vehicle mechanics and repairers,1.0,-0.6656164,321214,Small Engine Mechanic,8.0,-0.08320205
49-3052,Motorcycle Mechanics,-0.6656164,7231,Motor vehicle mechanics and repairers,1.0,-0.6656164,899411,Motor Vehicle Parts and Accessories Fitter (General),8.0,-0.08320205
49-3052,Motorcycle Mechanics,-0.6656164,7231,Motor vehicle mechanics and repairers,1.0,-0.6656164,899413,Exhaust and Muffler Repairer,8.0,-0.08320205
49-3052,Motorcycle Mechanics,-0.6656164,7231,Motor vehicle mechanics and repairers,1.0,-0.6656164,899414,Radiator Repairer,8.0,-0.08320205
49-3052,Motorcycle Mechanics,-0.6656164,7231,Motor vehicle mechanics and repairers,1.0,-0.6656164,899415,Tyre Fitter,8.0,-0.08320205
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,-0.9614864,7412,Electrical mechanics and fitters,2.0,-0.4807432,321111,Automotive Electrician,3.0,-0.16024773333333334
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,-0.9614864,7412,Electrical mechanics and fitters,2.0,-0.4807432,341111,Electrician (General),3.0,-0.16024773333333334
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,-0.9614864,7412,Electrical mechanics and fitters,2.0,-0.4807432,341113,Lift Mechanic,3.0,-0.16024773333333334
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,-0.9614864,7231,Motor vehicle mechanics and repairers,2.0,-0.4807432,321211,Motor Mechanic (General),8.0,-0.0600929
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,-0.9614864,7231,Motor vehicle mechanics and repairers,2.0,-0.4807432,321212,Diesel Motor Mechanic,8.0,-0.0600929
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,-0.9614864,7231,Motor vehicle mechanics and repairers,2.0,-0.4807432,321213,Motorcycle Mechanic,8.0,-0.0600929
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,-0.9614864,7231,Motor vehicle mechanics and repairers,2.0,-0.4807432,321214,Small Engine Mechanic,8.0,-0.0600929
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,-0.9614864,7231,Motor vehicle mechanics and repairers,2.0,-0.4807432,899411,Motor Vehicle Parts and Accessories Fitter (General),8.0,-0.0600929
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,-0.9614864,7231,Motor vehicle mechanics and repairers,2.0,-0.4807432,899413,Exhaust and Muffler Repairer,8.0,-0.0600929
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,-0.9614864,7231,Motor vehicle mechanics and repairers,2.0,-0.4807432,899414,Radiator Repairer,8.0,-0.0600929
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,-0.9614864,7231,Motor vehicle mechanics and repairers,2.0,-0.4807432,899415,Tyre Fitter,8.0,-0.0600929
49-3091,Bicycle Repairers,-0.8226086,7234,Bicycle and related repairers,1.0,-0.8226086,399999,Technicians and Trades Workers nec,2.0,-0.4113043
49-3091,Bicycle Repairers,-0.8226086,7234,Bicycle and related repairers,1.0,-0.8226086,899911,Bicycle Mechanic,2.0,-0.4113043
49-3092,Recreational Vehicle Service Technicians,-0.8694882,7231,Motor vehicle mechanics and repairers,1.0,-0.8694882,321211,Motor Mechanic (General),8.0,-0.108686025
49-3092,Recreational Vehicle Service Technicians,-0.8694882,7231,Motor vehicle mechanics and repairers,1.0,-0.8694882,321212,Diesel Motor Mechanic,8.0,-0.108686025
49-3092,Recreational Vehicle Service Technicians,-0.8694882,7231,Motor vehicle mechanics and repairers,1.0,-0.8694882,321213,Motorcycle Mechanic,8.0,-0.108686025
49-3092,Recreational Vehicle Service Technicians,-0.8694882,7231,Motor vehicle mechanics and repairers,1.0,-0.8694882,321214,Small Engine Mechanic,8.0,-0.108686025
49-3092,Recreational Vehicle Service Technicians,-0.8694882,7231,Motor vehicle mechanics and repairers,1.0,-0.8694882,899411,Motor Vehicle Parts and Accessories Fitter (General),8.0,-0.108686025
49-3092,Recreational Vehicle Service Technicians,-0.8694882,7231,Motor vehicle mechanics and repairers,1.0,-0.8694882,899413,Exhaust and Muffler Repairer,8.0,-0.108686025
49-3092,Recreational Vehicle Service Technicians,-0.8694882,7231,Motor vehicle mechanics and repairers,1.0,-0.8694882,899414,Radiator Repairer,8.0,-0.108686025
49-3092,Recreational Vehicle Service Technicians,-0.8694882,7231,Motor vehicle mechanics and repairers,1.0,-0.8694882,899415,Tyre Fitter,8.0,-0.108686025
49-3093,Tire Repairers and Changers,-1.422963,7231,Motor vehicle mechanics and repairers,1.0,-1.422963,321211,Motor Mechanic (General),8.0,-0.177870375
49-3093,Tire Repairers and Changers,-1.422963,7231,Motor vehicle mechanics and repairers,1.0,-1.422963,321212,Diesel Motor Mechanic,8.0,-0.177870375
49-3093,Tire Repairers and Changers,-1.422963,7231,Motor vehicle mechanics and repairers,1.0,-1.422963,321213,Motorcycle Mechanic,8.0,-0.177870375
49-3093,Tire Repairers and Changers,-1.422963,7231,Motor vehicle mechanics and repairers,1.0,-1.422963,321214,Small Engine Mechanic,8.0,-0.177870375
49-3093,Tire Repairers and Changers,-1.422963,7231,Motor vehicle mechanics and repairers,1.0,-1.422963,899411,Motor Vehicle Parts and Accessories Fitter (General),8.0,-0.177870375
49-3093,Tire Repairers and Changers,-1.422963,7231,Motor vehicle mechanics and repairers,1.0,-1.422963,899413,Exhaust and Muffler Repairer,8.0,-0.177870375
49-3093,Tire Repairers and Changers,-1.422963,7231,Motor vehicle mechanics and repairers,1.0,-1.422963,899414,Radiator Repairer,8.0,-0.177870375
49-3093,Tire Repairers and Changers,-1.422963,7231,Motor vehicle mechanics and repairers,1.0,-1.422963,899415,Tyre Fitter,8.0,-0.177870375
49-9011,Mechanical Door Repairers,-1.281903,7412,Electrical mechanics and fitters,1.0,-1.281903,321111,Automotive Electrician,3.0,-0.427301
49-9011,Mechanical Door Repairers,-1.281903,7412,Electrical mechanics and fitters,1.0,-1.281903,341111,Electrician (General),3.0,-0.427301
49-9011,Mechanical Door Repairers,-1.281903,7412,Electrical mechanics and fitters,1.0,-1.281903,341113,Lift Mechanic,3.0,-0.427301
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",-0.7805839,7412,Electrical mechanics and fitters,1.0,-0.7805839,321111,Automotive Electrician,3.0,-0.2601946333333333
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",-0.7805839,7412,Electrical mechanics and fitters,1.0,-0.7805839,341111,Electrician (General),3.0,-0.2601946333333333
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",-0.7805839,7412,Electrical mechanics and fitters,1.0,-0.7805839,341113,Lift Mechanic,3.0,-0.2601946333333333
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",-0.8960592,7127,Air conditioning and refrigeration mechanics,1.0,-0.8960592,342111,Airconditioning and Refrigeration Mechanic,1.0,-0.8960592
49-9031,Home Appliance Repairers,-0.9281666,7412,Electrical mechanics and fitters,1.0,-0.9281666,321111,Automotive Electrician,3.0,-0.30938886666666665
49-9031,Home Appliance Repairers,-0.9281666,7412,Electrical mechanics and fitters,1.0,-0.9281666,341111,Electrician (General),3.0,-0.30938886666666665
49-9031,Home Appliance Repairers,-0.9281666,7412,Electrical mechanics and fitters,1.0,-0.9281666,341113,Lift Mechanic,3.0,-0.30938886666666665
49-9041,Industrial Machinery Mechanics,-1.217021,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.217021,323211,Fitter (General),4.0,-0.30425525
49-9041,Industrial Machinery Mechanics,-1.217021,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.217021,323215,"Textile, Clothing and Footwear Mechanic",4.0,-0.30425525
49-9041,Industrial Machinery Mechanics,-1.217021,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.217021,323299,Metal Fitters and Machinists nec,4.0,-0.30425525
49-9041,Industrial Machinery Mechanics,-1.217021,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.217021,399999,Technicians and Trades Workers nec,4.0,-0.30425525
49-9043,"Maintenance Workers, Machinery",-1.015195,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.015195,323211,Fitter (General),4.0,-0.25379875
49-9043,"Maintenance Workers, Machinery",-1.015195,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.015195,323215,"Textile, Clothing and Footwear Mechanic",4.0,-0.25379875
49-9043,"Maintenance Workers, Machinery",-1.015195,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.015195,323299,Metal Fitters and Machinists nec,4.0,-0.25379875
49-9043,"Maintenance Workers, Machinery",-1.015195,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.015195,399999,Technicians and Trades Workers nec,4.0,-0.25379875
49-9044,Millwrights,-1.283911,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.283911,323211,Fitter (General),4.0,-0.32097775
49-9044,Millwrights,-1.283911,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.283911,323215,"Textile, Clothing and Footwear Mechanic",4.0,-0.32097775
49-9044,Millwrights,-1.283911,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.283911,323299,Metal Fitters and Machinists nec,4.0,-0.32097775
49-9044,Millwrights,-1.283911,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.283911,399999,Technicians and Trades Workers nec,4.0,-0.32097775
49-9045,"Refractory Materials Repairers, Except Brickmasons",-1.208758,7112,Bricklayers and related workers,2.0,-0.604379,331111,Bricklayer,1.0,-0.604379
49-9045,"Refractory Materials Repairers, Except Brickmasons",-1.208758,7233,Agricultural and industrial machinery mechanics and repairers,2.0,-0.604379,323211,Fitter (General),4.0,-0.15109475
49-9045,"Refractory Materials Repairers, Except Brickmasons",-1.208758,7233,Agricultural and industrial machinery mechanics and repairers,2.0,-0.604379,323215,"Textile, Clothing and Footwear Mechanic",4.0,-0.15109475
49-9045,"Refractory Materials Repairers, Except Brickmasons",-1.208758,7233,Agricultural and industrial machinery mechanics and repairers,2.0,-0.604379,323299,Metal Fitters and Machinists nec,4.0,-0.15109475
49-9045,"Refractory Materials Repairers, Except Brickmasons",-1.208758,7233,Agricultural and industrial machinery mechanics and repairers,2.0,-0.604379,399999,Technicians and Trades Workers nec,4.0,-0.15109475
49-9051,Electrical Power-Line Installers and Repairers,-1.118984,7413,Electrical line installers and repairers ,1.0,-1.118984,342211,Electrical Linesworker / Electrical Line Mechanic,2.0,-0.559492
49-9051,Electrical Power-Line Installers and Repairers,-1.118984,7413,Electrical line installers and repairers ,1.0,-1.118984,342212,Technical Cable Jointer,2.0,-0.559492
49-9052,Telecommunications Line Installers and Repairers,-1.054143,7422,Information and communications technology installers and servicers,1.0,-1.054143,313111,Hardware Technician,6.0,-0.1756905
49-9052,Telecommunications Line Installers and Repairers,-1.054143,7422,Information and communications technology installers and servicers,1.0,-1.054143,313199,ICT Support Technicians nec,6.0,-0.1756905
49-9052,Telecommunications Line Installers and Repairers,-1.054143,7422,Information and communications technology installers and servicers,1.0,-1.054143,342411,Cabler (Data and Telecommunications),6.0,-0.1756905
49-9052,Telecommunications Line Installers and Repairers,-1.054143,7422,Information and communications technology installers and servicers,1.0,-1.054143,342412,Telecommunications Cable Jointer,6.0,-0.1756905
49-9052,Telecommunications Line Installers and Repairers,-1.054143,7422,Information and communications technology installers and servicers,1.0,-1.054143,342413,Telecommunications Linesworker / Telecommunications Line Mechanic,6.0,-0.1756905
49-9052,Telecommunications Line Installers and Repairers,-1.054143,7422,Information and communications technology installers and servicers,1.0,-1.054143,342414,Telecommunications Technician,6.0,-0.1756905
49-9061,Camera and Photographic Equipment Repairers,-0.35977,7311,Precision-instrument makers and repairers,1.0,-0.35977,323314,Precision Instrument Maker and Repairer,2.0,-0.179885
49-9061,Camera and Photographic Equipment Repairers,-0.35977,7311,Precision-instrument makers and repairers,1.0,-0.35977,323316,Watch and Clock Maker and Repairer,2.0,-0.179885
49-9062,Medical Equipment Repairers,-0.5367757,7311,Precision-instrument makers and repairers,1.0,-0.5367757,323314,Precision Instrument Maker and Repairer,2.0,-0.26838785
49-9062,Medical Equipment Repairers,-0.5367757,7311,Precision-instrument makers and repairers,1.0,-0.5367757,323316,Watch and Clock Maker and Repairer,2.0,-0.26838785
49-9063,Musical Instrument Repairers and Tuners,-0.5843092,7312,Musical instrument makers and tuners,1.0,-0.5843092,399515,Musical Instrument Maker or Repairer,1.0,-0.5843092
49-9064,Watch Repairers,-0.6192911,7311,Precision-instrument makers and repairers,1.0,-0.6192911,323314,Precision Instrument Maker and Repairer,2.0,-0.30964555
49-9064,Watch Repairers,-0.6192911,7311,Precision-instrument makers and repairers,1.0,-0.6192911,323316,Watch and Clock Maker and Repairer,2.0,-0.30964555
49-9071,"Maintenance and Repair Workers, General",-1.06955,9622,Odd job persons,1.0,-1.06955,899311,Handyperson,1.0,-1.06955
49-9081,Wind Turbine Service Technicians,-0.9838256,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-0.9838256,323211,Fitter (General),4.0,-0.2459564
49-9081,Wind Turbine Service Technicians,-0.9838256,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-0.9838256,323215,"Textile, Clothing and Footwear Mechanic",4.0,-0.2459564
49-9081,Wind Turbine Service Technicians,-0.9838256,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-0.9838256,323299,Metal Fitters and Machinists nec,4.0,-0.2459564
49-9081,Wind Turbine Service Technicians,-0.9838256,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-0.9838256,399999,Technicians and Trades Workers nec,4.0,-0.2459564
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",-0.8515025,9623,Meter readers and vending-machine collectors,1.0,-0.8515025,561912,Meter Reader,2.0,-0.42575125
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",-0.8515025,9623,Meter readers and vending-machine collectors,1.0,-0.8515025,899711,Vending Machine Attendant,2.0,-0.42575125
49-9092,Commercial Divers,-1.08214,7541,Underwater divers,1.0,-1.08214,399911,Diver,1.0,-1.08214
49-9093,"Fabric Menders, Except Garment",-1.464355,7533,"Sewing, embroidery and related workers",1.0,-1.464355,393111,Canvas Goods Fabricator,3.0,-0.4881183333333334
49-9093,"Fabric Menders, Except Garment",-1.464355,7533,"Sewing, embroidery and related workers",1.0,-1.464355,393112,Leather Goods Maker,3.0,-0.4881183333333334
49-9093,"Fabric Menders, Except Garment",-1.464355,7533,"Sewing, embroidery and related workers",1.0,-1.464355,393113,Sail Maker,3.0,-0.4881183333333334
49-9094,Locksmiths and Safe Repairers,-0.9909422,7222,Toolmakers and related workers,1.0,-0.9909422,323312,Gunsmith,5.0,-0.19818844
49-9094,Locksmiths and Safe Repairers,-0.9909422,7222,Toolmakers and related workers,1.0,-0.9909422,323313,Locksmith,5.0,-0.19818844
49-9094,Locksmiths and Safe Repairers,-0.9909422,7222,Toolmakers and related workers,1.0,-0.9909422,323315,Saw Doctor,5.0,-0.19818844
49-9094,Locksmiths and Safe Repairers,-0.9909422,7222,Toolmakers and related workers,1.0,-0.9909422,323411,Engineering Patternmaker,5.0,-0.19818844
49-9094,Locksmiths and Safe Repairers,-0.9909422,7222,Toolmakers and related workers,1.0,-0.9909422,323412,Toolmaker,5.0,-0.19818844
49-9095,Manufactured Building and Mobile Home Installers,-1.439807,7119,Building frame and related trades workers not elsewhere classified,1.0,-1.439807,821712,Scaffolder,1.0,-1.439807
49-9096,Riggers,-1.277513,7215,Riggers and cable splicers,1.0,-1.277513,399111,Boat Builder and Repairer,3.0,-0.4258376666666666
49-9096,Riggers,-1.277513,7215,Riggers and cable splicers,1.0,-1.277513,399112,Shipwright,3.0,-0.4258376666666666
49-9096,Riggers,-1.277513,7215,Riggers and cable splicers,1.0,-1.277513,821711,Construction Rigger,3.0,-0.4258376666666666
49-9097,Signal and Track Switch Repairers,-1.147593,7412,Electrical mechanics and fitters,1.0,-1.147593,321111,Automotive Electrician,3.0,-0.382531
49-9097,Signal and Track Switch Repairers,-1.147593,7412,Electrical mechanics and fitters,1.0,-1.147593,341111,Electrician (General),3.0,-0.382531
49-9097,Signal and Track Switch Repairers,-1.147593,7412,Electrical mechanics and fitters,1.0,-1.147593,341113,Lift Mechanic,3.0,-0.382531
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",-1.320576,9622,Odd job persons,1.0,-1.320576,899311,Handyperson,1.0,-1.320576
49-9099,"Installation, Maintenance, and Repair Workers, All Other",-0.7931647,9622,Odd job persons,1.0,-0.7931647,899311,Handyperson,1.0,-0.7931647
51-1011,First-Line Supervisors of Production and Operating Workers,-0.0370227,3122,Manufacturing supervisors,3.0,-0.0123409,133512,Production Manager (Manufacturing),1.0,-0.0123409
51-1011,First-Line Supervisors of Production and Operating Workers,-0.0370227,3131,Power production plant operators,3.0,-0.0123409,399212,Gas or Petroleum Operator,2.0,-0.00617045
51-1011,First-Line Supervisors of Production and Operating Workers,-0.0370227,3131,Power production plant operators,3.0,-0.0123409,399213,Power Generation Plant Operator,2.0,-0.00617045
51-1011,First-Line Supervisors of Production and Operating Workers,-0.0370227,3132,Incinerator and water treatment plant operators,3.0,-0.0123409,712921,Waste Water or Water Plant Operator,2.0,-0.00617045
51-1011,First-Line Supervisors of Production and Operating Workers,-0.0370227,3132,Incinerator and water treatment plant operators,3.0,-0.0123409,712999,Stationary Plant Operators nec,2.0,-0.00617045
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",-0.9270664,8211,Mechanical machinery assemblers,1.0,-0.9270664,832211,Product Assembler,1.0,-0.9270664
51-2021,"Coil Winders, Tapers, and Finishers",-0.8689131,8212,Electrical and electronic equipment assemblers,1.0,-0.8689131,832211,Product Assembler,1.0,-0.8689131
51-2022,Electrical and Electronic Equipment Assemblers,-0.7516789,8212,Electrical and electronic equipment assemblers,1.0,-0.7516789,832211,Product Assembler,1.0,-0.7516789
51-2023,Electromechanical Equipment Assemblers,-0.6523108,8212,Electrical and electronic equipment assemblers,1.0,-0.6523108,832211,Product Assembler,1.0,-0.6523108
51-2031,Engine and Other Machine Assemblers,-1.044632,8211,Mechanical machinery assemblers,1.0,-1.044632,832211,Product Assembler,1.0,-1.044632
51-2041,Structural Metal Fabricators and Fitters,-1.077573,7214,Structural-metal preparers and erectors,1.0,-1.077573,322311,Metal Fabricator,3.0,-0.359191
51-2041,Structural Metal Fabricators and Fitters,-1.077573,7214,Structural-metal preparers and erectors,1.0,-1.077573,399112,Shipwright,3.0,-0.359191
51-2041,Structural Metal Fabricators and Fitters,-1.077573,7214,Structural-metal preparers and erectors,1.0,-1.077573,821714,Structural Steel Erector,3.0,-0.359191
51-2091,Fiberglass Laminators and Fabricators,-1.276767,8142,Plastic products machine operators,1.0,-1.276767,399111,Boat Builder and Repairer,7.0,-0.1823952857142857
51-2091,Fiberglass Laminators and Fabricators,-1.276767,8142,Plastic products machine operators,1.0,-1.276767,711511,Plastic Cablemaking Machine Operator,7.0,-0.1823952857142857
51-2091,Fiberglass Laminators and Fabricators,-1.276767,8142,Plastic products machine operators,1.0,-1.276767,711512,Plastic Compounding and Reclamation Machine Operator,7.0,-0.1823952857142857
51-2091,Fiberglass Laminators and Fabricators,-1.276767,8142,Plastic products machine operators,1.0,-1.276767,711513,Plastics Fabricator or Welder,7.0,-0.1823952857142857
51-2091,Fiberglass Laminators and Fabricators,-1.276767,8142,Plastic products machine operators,1.0,-1.276767,711514,Plastics Production Machine Operator (General),7.0,-0.1823952857142857
51-2091,Fiberglass Laminators and Fabricators,-1.276767,8142,Plastic products machine operators,1.0,-1.276767,711515,Reinforced Plastic and Composite Production Worker,7.0,-0.1823952857142857
51-2091,Fiberglass Laminators and Fabricators,-1.276767,8142,Plastic products machine operators,1.0,-1.276767,711599,Plastics and Rubber Production Machine Operators nec,7.0,-0.1823952857142857
51-2092,Team Assemblers,-0.8316012,8219,Assemblers not elsewhere classified,1.0,-0.8316012,832211,Product Assembler,1.0,-0.8316012
51-2093,Timing Device Assemblers and Adjusters,-0.6354496,8212,Electrical and electronic equipment assemblers,1.0,-0.6354496,832211,Product Assembler,1.0,-0.6354496
51-3011,Bakers,-0.4742939,7512,"Bakers, pastry-cooks and confectionery makers",1.0,-0.4742939,351111,Baker,3.0,-0.15809796666666667
51-3011,Bakers,-0.4742939,7512,"Bakers, pastry-cooks and confectionery makers",1.0,-0.4742939,351112,Pastrycook,3.0,-0.15809796666666667
51-3011,Bakers,-0.4742939,7512,"Bakers, pastry-cooks and confectionery makers",1.0,-0.4742939,831113,Confectionery Maker,3.0,-0.15809796666666667
51-3021,Butchers and Meat Cutters,-0.976576,7511,"Butchers, fishmongers and related food preparers",1.0,-0.976576,351211,Butcher or Smallgoods Maker,6.0,-0.16276266666666667
51-3021,Butchers and Meat Cutters,-0.976576,7511,"Butchers, fishmongers and related food preparers",1.0,-0.976576,831211,Meat Boner and Slicer,6.0,-0.16276266666666667
51-3021,Butchers and Meat Cutters,-0.976576,7511,"Butchers, fishmongers and related food preparers",1.0,-0.976576,831212,Slaughterer,6.0,-0.16276266666666667
51-3021,Butchers and Meat Cutters,-0.976576,7511,"Butchers, fishmongers and related food preparers",1.0,-0.976576,831311,Meat Process Worker,6.0,-0.16276266666666667
51-3021,Butchers and Meat Cutters,-0.976576,7511,"Butchers, fishmongers and related food preparers",1.0,-0.976576,831312,Poultry Process Worker,6.0,-0.16276266666666667
51-3021,Butchers and Meat Cutters,-0.976576,7511,"Butchers, fishmongers and related food preparers",1.0,-0.976576,831313,Seafood Process Worker,6.0,-0.16276266666666667
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",-1.0259,7511,"Butchers, fishmongers and related food preparers",1.0,-1.0259,351211,Butcher or Smallgoods Maker,6.0,-0.17098333333333335
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",-1.0259,7511,"Butchers, fishmongers and related food preparers",1.0,-1.0259,831211,Meat Boner and Slicer,6.0,-0.17098333333333335
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",-1.0259,7511,"Butchers, fishmongers and related food preparers",1.0,-1.0259,831212,Slaughterer,6.0,-0.17098333333333335
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",-1.0259,7511,"Butchers, fishmongers and related food preparers",1.0,-1.0259,831311,Meat Process Worker,6.0,-0.17098333333333335
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",-1.0259,7511,"Butchers, fishmongers and related food preparers",1.0,-1.0259,831312,Poultry Process Worker,6.0,-0.17098333333333335
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",-1.0259,7511,"Butchers, fishmongers and related food preparers",1.0,-1.0259,831313,Seafood Process Worker,6.0,-0.17098333333333335
51-3023,Slaughterers and Meat Packers,-1.542946,7511,"Butchers, fishmongers and related food preparers",1.0,-1.542946,351211,Butcher or Smallgoods Maker,6.0,-0.2571576666666667
51-3023,Slaughterers and Meat Packers,-1.542946,7511,"Butchers, fishmongers and related food preparers",1.0,-1.542946,831211,Meat Boner and Slicer,6.0,-0.2571576666666667
51-3023,Slaughterers and Meat Packers,-1.542946,7511,"Butchers, fishmongers and related food preparers",1.0,-1.542946,831212,Slaughterer,6.0,-0.2571576666666667
51-3023,Slaughterers and Meat Packers,-1.542946,7511,"Butchers, fishmongers and related food preparers",1.0,-1.542946,831311,Meat Process Worker,6.0,-0.2571576666666667
51-3023,Slaughterers and Meat Packers,-1.542946,7511,"Butchers, fishmongers and related food preparers",1.0,-1.542946,831312,Poultry Process Worker,6.0,-0.2571576666666667
51-3023,Slaughterers and Meat Packers,-1.542946,7511,"Butchers, fishmongers and related food preparers",1.0,-1.542946,831313,Seafood Process Worker,6.0,-0.2571576666666667
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,8160,Food and related products machine operators,2.0,-0.39504205,712999,Stationary Plant Operators nec,13.0,-0.030387849999999998
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,8160,Food and related products machine operators,2.0,-0.39504205,831111,Baking Factory Worker,13.0,-0.030387849999999998
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,8160,Food and related products machine operators,2.0,-0.39504205,831112,Brewery Worker,13.0,-0.030387849999999998
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,8160,Food and related products machine operators,2.0,-0.39504205,831113,Confectionery Maker,13.0,-0.030387849999999998
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,8160,Food and related products machine operators,2.0,-0.39504205,831114,Dairy Products Maker,13.0,-0.030387849999999998
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,8160,Food and related products machine operators,2.0,-0.39504205,831115,Fruit and Vegetable Factory Worker,13.0,-0.030387849999999998
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,8160,Food and related products machine operators,2.0,-0.39504205,831116,Grain Mill Worker,13.0,-0.030387849999999998
