soc_code,soc_title,aioe,isco_code,isco_title,isco_count,aioe_weighted
43-1011,First-Line Supervisors of Office and Administrative Support Workers,1.134282,3341,Office supervisors,1.0,1.134282
43-2011,"Switchboard Operators, Including Answering Service",1.244421,4223,Telephone switchboard operators,1.0,1.244421
43-2021,Telephone Operators,1.411687,4223,Telephone switchboard operators,1.0,1.411687
43-3011,Bill and Account Collectors,1.270176,4214,Debt-collectors and related workers,1.0,1.270176
43-3021,Billing and Posting Clerks,1.135705,4311,Accounting and bookkeeping clerks,1.0,1.135705
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",0.8181121,3313,Accounting associate professionals,2.0,0.40905605
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",0.8181121,4311,Accounting and bookkeeping clerks,2.0,0.40905605
43-3041,Gaming Cage Workers,0.4955334,4212,"Bookmakers, croupiers and related gaming workers",1.0,0.4955334
43-3051,Payroll and Timekeeping Clerks,1.155485,4313,Payroll clerks,1.0,1.155485
43-3061,Procurement Clerks,1.589915,4110,General office clerks,1.0,1.589915
43-3071,Tellers,0.4310685,4211,Bank tellers and related clerks,1.0,0.4310685
43-4011,Brokerage Clerks,1.026384,4312,"Statistical, finance and insurance clerks",1.0,1.026384
43-4021,Correspondence Clerks,1.184181,4225,Enquiry clerks,2.0,0.5920905
43-4021,Correspondence Clerks,1.184181,4419,Clerical support workers not elsewhere classified,2.0,0.5920905
43-4031,"Court, Municipal, and License Clerks",1.3362,3354,Government licensing officials,1.0,1.3362
43-4041,"Credit Authorizers, Checkers, and Clerks",1.54555,4312,"Statistical, finance and insurance clerks",1.0,1.54555
43-4051,Customer Service Representatives,1.075894,4222,Contact centre information clerks,1.0,1.075894
43-4061,"Eligibility Interviewers, Government Programs",1.416653,3353,Government social benefits officials,2.0,0.7083265
43-4061,"Eligibility Interviewers, Government Programs",1.416653,4229,Client information workers not elsewhere classified,2.0,0.7083265
43-4071,File Clerks,0.2403003,4415,Filing and copying clerks,1.0,0.2403003
43-4081,"Hotel, Motel, and Resort Desk Clerks",0.7106003,4224,Hotel receptionists,1.0,0.7106003
43-4111,"Interviewers, Except Eligibility and Loan",1.44861,4227,Survey and market research interviewers,1.0,1.44861
43-4121,"Library Assistants, Clerical",0.2762258,4411,Library clerks,1.0,0.2762258
43-4131,Loan Interviewers and Clerks,1.274213,4312,"Statistical, finance and insurance clerks",1.0,1.274213
43-4141,New Accounts Clerks,1.200969,4312,"Statistical, finance and insurance clerks",1.0,1.200969
43-4151,Order Clerks,0.761112,4419,Clerical support workers not elsewhere classified,1.0,0.761112
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",1.480714,4416,Personnel clerks,1.0,1.480714
43-4171,Receptionists and Information Clerks,1.032934,4225,Enquiry clerks,3.0,0.34431133333333336
43-4171,Receptionists and Information Clerks,1.032934,4226,Receptionists (general),3.0,0.34431133333333336
43-4171,Receptionists and Information Clerks,1.032934,4222,Contact centre information clerks,3.0,0.34431133333333336
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,0.4228141,4221,Travel consultants and clerks,1.0,0.4228141
43-5011,Cargo and Freight Agents,1.254537,3324,Trade brokers,2.0,0.6272685
43-5011,Cargo and Freight Agents,1.254537,3331,Clearing and forwarding agents,2.0,0.6272685
43-5021,Couriers and Messengers,-0.92241,4412,Mail carriers and sorting clerks,4.0,-0.2306025
43-5021,Couriers and Messengers,-0.92241,8321,Motorcycle drivers,4.0,-0.2306025
43-5021,Couriers and Messengers,-0.92241,9331,Hand and pedal vehicle drivers,4.0,-0.2306025
43-5021,Couriers and Messengers,-0.92241,9621,"Messengers, package deliverers and luggage porters",4.0,-0.2306025
43-5031,"Police, Fire, and Ambulance Dispatchers",0.7743953,5419,Protective services workers not elsewhere classified,1.0,0.7743953
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",1.128045,4323,Transport clerks,1.0,1.128045
43-5041,"Meter Readers, Utilities",-1.027005,9623,Meter readers and vending-machine collectors,1.0,-1.027005
43-5051,Postal Service Clerks,-0.283523,4412,Mail carriers and sorting clerks,2.0,-0.1417615
43-5051,Postal Service Clerks,-0.283523,4211,Bank tellers and related clerks,2.0,-0.1417615
43-5052,Postal Service Mail Carriers,-0.9672173,4412,Mail carriers and sorting clerks,1.0,-0.9672173
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",-1.007248,4412,Mail carriers and sorting clerks,1.0,-1.007248
43-5061,"Production, Planning, and Expediting Clerks",0.6614221,4322,Production clerks,1.0,0.6614221
43-5071,"Shipping, Receiving, and Traffic Clerks",-0.7375154,3331,Clearing and forwarding agents,2.0,-0.3687577
43-5071,"Shipping, Receiving, and Traffic Clerks",-0.7375154,4321,Stock clerks,2.0,-0.3687577
43-5081,Stock Clerks and Order Fillers,-0.5232333,4321,Stock clerks,2.0,-0.26161665
43-5081,Stock Clerks and Order Fillers,-0.5232333,9334,Shelf fillers,2.0,-0.26161665
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",-0.3528867,4321,Stock clerks,1.0,-0.3528867
43-6011,Executive Secretaries and Executive Administrative Assistants,1.106018,3343,Administrative and executive secretaries,1.0,1.106018
43-6012,Legal Secretaries,1.149438,3342,Legal secretaries,1.0,1.149438
43-6013,Medical Secretaries,1.2978,3344,Medical secretaries,1.0,1.2978
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1.254248,4120,Secretaries (general),1.0,1.254248
43-9011,Computer Operators,0.4078978,3511,Information and communications technology operations technicians,1.0,0.4078978
43-9021,Data Entry Keyers,0.1723307,4132,Data entry clerks,1.0,0.1723307
43-9022,Word Processors and Typists,0.5072381,4131,Typists and word processing operators,1.0,0.5072381
43-9031,Desktop Publishers,-0.0650455,7321,Pre-press technicians,1.0,-0.0650455
43-9041,Insurance Claims and Policy Processing Clerks,1.257163,4312,"Statistical, finance and insurance clerks",1.0,1.257163
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",-0.7109466,4412,Mail carriers and sorting clerks,1.0,-0.7109466
43-9061,"Office Clerks, General",0.9108539,4110,General office clerks,1.0,0.9108539
43-9071,"Office Machine Operators, Except Computer",-0.5773576,4415,Filing and copying clerks,1.0,-0.5773576
43-9081,Proofreaders and Copy Markers,1.436193,4413,"Coding, proof-reading and related clerks",1.0,1.436193
43-9111,Statistical Assistants,1.052958,3314,"Statistical, mathematical and related associate professionals",1.0,1.052958
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",-0.5575955,6111,Field crop and vegetable growers,13.0,-0.04289196153846154
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",-0.5575955,6112,Tree and shrub crop growers,13.0,-0.04289196153846154
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",-0.5575955,6114,Mixed crop growers,13.0,-0.04289196153846154
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",-0.5575955,6121,Livestock and dairy producers,13.0,-0.04289196153846154
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",-0.5575955,6122,Poultry producers,13.0,-0.04289196153846154
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",-0.5575955,6123,Apiarists and sericulturists,13.0,-0.04289196153846154
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",-0.5575955,6129,Animal producers not elsewhere classified,13.0,-0.04289196153846154
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",-0.5575955,6130,Mixed crop and animal producers,13.0,-0.04289196153846154
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",-0.5575955,6210,Forestry and related workers,13.0,-0.04289196153846154
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",-0.5575955,6221,Aquaculture workers,13.0,-0.04289196153846154
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",-0.5575955,6222,Inland and coastal waters fishery workers,13.0,-0.04289196153846154
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",-0.5575955,6223,Deep-sea fishery workers,13.0,-0.04289196153846154
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",-0.5575955,6224,Hunters and trappers,13.0,-0.04289196153846154
45-2011,Agricultural Inspectors,-0.0081121,7515,Food and beverage tasters and graders,3.0,-0.0027040333333333334
45-2011,Agricultural Inspectors,-0.0081121,3257,Environmental and occupational health inspectors and associates,3.0,-0.0027040333333333334
45-2011,Agricultural Inspectors,-0.0081121,3359,Regulatory government associate professionals not elsewhere classified,3.0,-0.0027040333333333334
45-2021,Animal Breeders,-0.9411108,6121,Livestock and dairy producers,6.0,-0.1568518
45-2021,Animal Breeders,-0.9411108,6122,Poultry producers,6.0,-0.1568518
45-2021,Animal Breeders,-0.9411108,6123,Apiarists and sericulturists,6.0,-0.1568518
45-2021,Animal Breeders,-0.9411108,6129,Animal producers not elsewhere classified,6.0,-0.1568518
45-2021,Animal Breeders,-0.9411108,6130,Mixed crop and animal producers,6.0,-0.1568518
45-2021,Animal Breeders,-0.9411108,6221,Aquaculture workers,6.0,-0.1568518
45-2041,"Graders and Sorters, Agricultural Products",-1.03238,7515,Food and beverage tasters and graders,3.0,-0.3441266666666667
45-2041,"Graders and Sorters, Agricultural Products",-1.03238,7516,Tobacco preparers and tobacco products makers,3.0,-0.3441266666666667
45-2041,"Graders and Sorters, Agricultural Products",-1.03238,7535,"Pelt dressers, tanners and fellmongers",3.0,-0.3441266666666667
45-2091,Agricultural Equipment Operators,-1.239969,6111,Field crop and vegetable growers,6.0,-0.20666150000000003
45-2091,Agricultural Equipment Operators,-1.239969,6112,Tree and shrub crop growers,6.0,-0.20666150000000003
45-2091,Agricultural Equipment Operators,-1.239969,6113,"Gardeners, horticultural and nursery growers",6.0,-0.20666150000000003
45-2091,Agricultural Equipment Operators,-1.239969,6114,Mixed crop growers,6.0,-0.20666150000000003
45-2091,Agricultural Equipment Operators,-1.239969,6130,Mixed crop and animal producers,6.0,-0.20666150000000003
45-2091,Agricultural Equipment Operators,-1.239969,8341,Mobile farm and forestry plant operators,6.0,-0.20666150000000003
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",-1.43235,6310,Subsistence crop farmers,5.0,-0.28647
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",-1.43235,6330,Subsistence mixed crop and livestock farmers,5.0,-0.28647
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",-1.43235,9211,Crop farm labourers,5.0,-0.28647
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",-1.43235,9213,Mixed crop and livestock farm labourers,5.0,-0.28647
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",-1.43235,9214,Garden and horticultural labourers,5.0,-0.28647
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",-1.088977,6320,Subsistence livestock farmers,5.0,-0.21779540000000003
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",-1.088977,6330,Subsistence mixed crop and livestock farmers,5.0,-0.21779540000000003
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",-1.088977,9212,Livestock farm labourers,5.0,-0.21779540000000003
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",-1.088977,9213,Mixed crop and livestock farm labourers,5.0,-0.21779540000000003
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",-1.088977,9216,Fishery and aquaculture labourers,5.0,-0.21779540000000003
45-3011,Fishers and Related Fishing Workers,-1.51147,6222,Inland and coastal waters fishery workers,4.0,-0.3778675
45-3011,Fishers and Related Fishing Workers,-1.51147,6223,Deep-sea fishery workers,4.0,-0.3778675
45-3011,Fishers and Related Fishing Workers,-1.51147,6340,"Subsistence fishers, hunters, trappers and gatherers",4.0,-0.3778675
45-3011,Fishers and Related Fishing Workers,-1.51147,9216,Fishery and aquaculture labourers,4.0,-0.3778675
45-3021,Hunters and Trappers,-1.374077,6224,Hunters and trappers,2.0,-0.6870385
45-3021,Hunters and Trappers,-1.374077,6340,"Subsistence fishers, hunters, trappers and gatherers",2.0,-0.6870385
45-4011,Forest and Conservation Workers,-0.9999521,6210,Forestry and related workers,2.0,-0.49997605
45-4011,Forest and Conservation Workers,-0.9999521,9215,Forestry labourers,2.0,-0.49997605
45-4021,Fallers,-1.791424,6210,Forestry and related workers,1.0,-1.791424
45-4022,Logging Equipment Operators,-1.355217,6210,Forestry and related workers,2.0,-0.6776085
45-4022,Logging Equipment Operators,-1.355217,8341,Mobile farm and forestry plant operators,2.0,-0.6776085
45-4023,Log Graders and Scalers,-0.7029777,6210,Forestry and related workers,1.0,-0.7029777
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,-0.3598737,3123,Construction supervisors,2.0,-0.17993685
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,-0.3598737,3121,Mining supervisors,2.0,-0.17993685
47-2011,Boilermakers,-1.121584,7213,Sheet-metal workers,1.0,-1.121584
47-2021,Brickmasons and Blockmasons,-1.606938,7112,Bricklayers and related workers,1.0,-1.606938
47-2022,Stonemasons,-1.483119,7113,"Stonemasons, stone cutters, splitters and carvers",1.0,-1.483119
47-2031,Carpenters,-1.245253,7115,Carpenters and joiners,1.0,-1.245253
47-2041,Carpet Installers,-1.414355,7122,Floor layers and tile setters,1.0,-1.414355
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",-1.049115,7122,Floor layers and tile setters,1.0,-1.049115
47-2043,Floor Sanders and Finishers,-1.574358,7122,Floor layers and tile setters,1.0,-1.574358
47-2044,Tile and Marble Setters,-1.196271,7122,Floor layers and tile setters,1.0,-1.196271
47-2051,Cement Masons and Concrete Finishers,-1.677608,7114,"Concrete placers, concrete finishers and related workers",1.0,-1.677608
47-2053,Terrazzo Workers and Finishers,-1.684962,7114,"Concrete placers, concrete finishers and related workers",1.0,-1.684962
47-2061,Construction Laborers,-1.404981,9313,Building construction labourers,1.0,-1.404981
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",-1.303123,8342,Earthmoving and related plant operators,1.0,-1.303123
47-2072,Pile-Driver Operators,-1.454892,8342,Earthmoving and related plant operators,1.0,-1.454892
47-2073,Operating Engineers and Other Construction Equipment Operators,-1.173767,8342,Earthmoving and related plant operators,1.0,-1.173767
47-2081,Drywall and Ceiling Tile Installers,-1.496086,7123,Plasterers,1.0,-1.496086
47-2082,Tapers,-1.344603,7123,Plasterers,1.0,-1.344603
47-2111,Electricians,-0.9164291,7411,Building and related electricians,1.0,-0.9164291
47-2121,Glaziers,-1.267038,7125,Glaziers,1.0,-1.267038
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",-1.509682,7124,Insulation workers,1.0,-1.509682
47-2132,"Insulation Workers, Mechanical",-1.079884,7124,Insulation workers,1.0,-1.079884
47-2141,"Painters, Construction and Maintenance",-1.380682,7131,Painters and related workers,1.0,-1.380682
47-2142,Paperhangers,-1.56578,7131,Painters and related workers,1.0,-1.56578
47-2151,Pipelayers,-1.18099,7126,Plumbers and pipe fitters,1.0,-1.18099
47-2152,"Plumbers, Pipefitters, and Steamfitters",-1.119614,7126,Plumbers and pipe fitters,1.0,-1.119614
47-2161,Plasterers and Stucco Masons,-1.577907,7123,Plasterers,1.0,-1.577907
47-2171,Reinforcing Iron and Rebar Workers,-1.781242,7214,Structural-metal preparers and erectors,1.0,-1.781242
47-2181,Roofers,-1.553439,7121,Roofers,1.0,-1.553439
47-2211,Sheet Metal Workers,-1.244711,7213,Sheet-metal workers,1.0,-1.244711
47-2221,Structural Iron and Steel Workers,-1.700957,7214,Structural-metal preparers and erectors,1.0,-1.700957
47-2231,Solar Photovoltaic Installers,-1.036982,7119,Building frame and related trades workers not elsewhere classified,2.0,-0.518491
47-2231,Solar Photovoltaic Installers,-1.036982,7411,Building and related electricians,2.0,-0.518491
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",-1.82175,9313,Building construction labourers,1.0,-1.82175
47-3012,Helpers--Carpenters,-1.370165,9313,Building construction labourers,1.0,-1.370165
47-3013,Helpers--Electricians,-1.445099,9313,Building construction labourers,1.0,-1.445099
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",-1.71112,9313,Building construction labourers,1.0,-1.71112
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",-1.461957,9313,Building construction labourers,1.0,-1.461957
47-3016,Helpers--Roofers,-1.667881,9313,Building construction labourers,1.0,-1.667881
47-4011,Construction and Building Inspectors,0.0676731,3112,Civil engineering technicians,1.0,0.0676731
47-4021,Elevator Installers and Repairers,-0.9278526,7412,Electrical mechanics and fitters,1.0,-0.9278526
47-4031,Fence Erectors,-1.675288,7119,Building frame and related trades workers not elsewhere classified,1.0,-1.675288
47-4041,Hazardous Materials Removal Workers,-0.7441202,7119,Building frame and related trades workers not elsewhere classified,1.0,-0.7441202
47-4051,Highway Maintenance Workers,-1.281572,9312,Civil engineering labourers,1.0,-1.281572
47-4061,Rail-Track Laying and Maintenance Equipment Operators,-1.496825,9312,Civil engineering labourers,1.0,-1.496825
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,-1.260409,9129,Other cleaning workers,1.0,-1.260409
47-4091,Segmental Pavers,-0.9494181,7114,"Concrete placers, concrete finishers and related workers",2.0,-0.47470905
47-4091,Segmental Pavers,-0.9494181,7113,"Stonemasons, stone cutters, splitters and carvers",2.0,-0.47470905
47-4099,"Construction and Related Workers, All Other",-0.8711121,7119,Building frame and related trades workers not elsewhere classified,1.0,-0.8711121
47-5011,"Derrick Operators, Oil and Gas",-1.390568,8113,Well drillers and borers and related workers,1.0,-1.390568
47-5012,"Rotary Drill Operators, Oil and Gas",-0.8803922,8113,Well drillers and borers and related workers,1.0,-0.8803922
47-5013,"Service Unit Operators, Oil, Gas, and Mining",-1.068201,8113,Well drillers and borers and related workers,1.0,-1.068201
47-5021,"Earth Drillers, Except Oil and Gas",-0.9993442,8111,Miners and quarriers,2.0,-0.4996721
47-5021,"Earth Drillers, Except Oil and Gas",-0.9993442,8113,Well drillers and borers and related workers,2.0,-0.4996721
47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",-0.9547396,7542,Shotfirers and blasters,1.0,-0.9547396
47-5041,Continuous Mining Machine Operators,-1.355229,8111,Miners and quarriers,1.0,-1.355229
47-5042,Mine Cutting and Channeling Machine Operators,-1.282551,8111,Miners and quarriers,1.0,-1.282551
47-5051,"Rock Splitters, Quarry",-1.614262,8111,Miners and quarriers,1.0,-1.614262
47-5061,"Roof Bolters, Mining",-1.592865,8111,Miners and quarriers,1.0,-1.592865
47-5071,"Roustabouts, Oil and Gas",-1.500306,8113,Well drillers and borers and related workers,1.0,-1.500306
47-5081,Helpers--Extraction Workers,-1.572339,9311,Mining and quarrying labourers,1.0,-1.572339
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",-0.114278,7127,Air conditioning and refrigeration mechanics,11.0,-0.010388909090909091
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",-0.114278,7231,Motor vehicle mechanics and repairers,11.0,-0.010388909090909091
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",-0.114278,7232,Aircraft engine mechanics and repairers,11.0,-0.010388909090909091
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",-0.114278,7233,Agricultural and industrial machinery mechanics and repairers,11.0,-0.010388909090909091
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",-0.114278,7234,Bicycle and related repairers,11.0,-0.010388909090909091
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",-0.114278,7311,Precision-instrument makers and repairers,11.0,-0.010388909090909091
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",-0.114278,7312,Musical instrument makers and tuners,11.0,-0.010388909090909091
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",-0.114278,7412,Electrical mechanics and fitters,11.0,-0.010388909090909091
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",-0.114278,7413,Electrical line installers and repairers ,11.0,-0.010388909090909091
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",-0.114278,7421,Electronics mechanics and servicers,11.0,-0.010388909090909091
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",-0.114278,7422,Information and communications technology installers and servicers,11.0,-0.010388909090909091
49-2011,"Computer, Automated Teller, and Office Machine Repairers",-0.4540974,7421,Electronics mechanics and servicers,2.0,-0.2270487
49-2011,"Computer, Automated Teller, and Office Machine Repairers",-0.4540974,7422,Information and communications technology installers and servicers,2.0,-0.2270487
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",-0.7432581,7422,Information and communications technology installers and servicers,1.0,-0.7432581
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",-0.9385692,7422,Information and communications technology installers and servicers,1.0,-0.9385692
49-2091,Avionics Technicians,-0.2635513,7421,Electronics mechanics and servicers,1.0,-0.2635513
49-2092,"Electric Motor, Power Tool, and Related Repairers",-0.9800403,7412,Electrical mechanics and fitters,1.0,-0.9800403
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",-0.910105,7412,Electrical mechanics and fitters,3.0,-0.30336833333333335
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",-0.910105,7421,Electronics mechanics and servicers,3.0,-0.30336833333333335
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",-0.910105,7422,Information and communications technology installers and servicers,3.0,-0.30336833333333335
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",-0.7028455,7412,Electrical mechanics and fitters,2.0,-0.35142275
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",-0.7028455,7421,Electronics mechanics and servicers,2.0,-0.35142275
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",-0.6720283,7412,Electrical mechanics and fitters,2.0,-0.33601415
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",-0.6720283,7421,Electronics mechanics and servicers,2.0,-0.33601415
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",-0.8695781,7412,Electrical mechanics and fitters,2.0,-0.43478905
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",-0.8695781,7421,Electronics mechanics and servicers,2.0,-0.43478905
49-2097,Electronic Home Entertainment Equipment Installers and Repairers,-0.7303536,7422,Information and communications technology installers and servicers,1.0,-0.7303536
49-2098,Security and Fire Alarm Systems Installers,-0.6848876,7412,Electrical mechanics and fitters,1.0,-0.6848876
49-3011,Aircraft Mechanics and Service Technicians,-0.8144518,7232,Aircraft engine mechanics and repairers,1.0,-0.8144518
49-3021,Automotive Body and Related Repairers,-1.199119,7231,Motor vehicle mechanics and repairers,1.0,-1.199119
49-3022,Automotive Glass Installers and Repairers,-1.234898,7231,Motor vehicle mechanics and repairers,1.0,-1.234898
49-3023,Automotive Service Technicians and Mechanics,-1.031144,7231,Motor vehicle mechanics and repairers,1.0,-1.031144
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,-1.058387,7231,Motor vehicle mechanics and repairers,1.0,-1.058387
49-3041,Farm Equipment Mechanics and Service Technicians,-1.238646,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.238646
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",-1.258737,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.258737
49-3043,Rail Car Repairers,-1.48498,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.48498
49-3051,Motorboat Mechanics and Service Technicians,-0.9378443,7231,Motor vehicle mechanics and repairers,1.0,-0.9378443
49-3052,Motorcycle Mechanics,-0.6656164,7231,Motor vehicle mechanics and repairers,1.0,-0.6656164
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,-0.9614864,7412,Electrical mechanics and fitters,2.0,-0.4807432
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,-0.9614864,7231,Motor vehicle mechanics and repairers,2.0,-0.4807432
49-3091,Bicycle Repairers,-0.8226086,7234,Bicycle and related repairers,1.0,-0.8226086
49-3092,Recreational Vehicle Service Technicians,-0.8694882,7231,Motor vehicle mechanics and repairers,1.0,-0.8694882
49-3093,Tire Repairers and Changers,-1.422963,7231,Motor vehicle mechanics and repairers,1.0,-1.422963
49-9011,Mechanical Door Repairers,-1.281903,7412,Electrical mechanics and fitters,1.0,-1.281903
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",-0.7805839,7412,Electrical mechanics and fitters,1.0,-0.7805839
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",-0.8960592,7127,Air conditioning and refrigeration mechanics,1.0,-0.8960592
49-9031,Home Appliance Repairers,-0.9281666,7412,Electrical mechanics and fitters,1.0,-0.9281666
49-9041,Industrial Machinery Mechanics,-1.217021,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.217021
49-9043,"Maintenance Workers, Machinery",-1.015195,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.015195
49-9044,Millwrights,-1.283911,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-1.283911
49-9045,"Refractory Materials Repairers, Except Brickmasons",-1.208758,7112,Bricklayers and related workers,2.0,-0.604379
49-9045,"Refractory Materials Repairers, Except Brickmasons",-1.208758,7233,Agricultural and industrial machinery mechanics and repairers,2.0,-0.604379
49-9051,Electrical Power-Line Installers and Repairers,-1.118984,7413,Electrical line installers and repairers ,1.0,-1.118984
49-9052,Telecommunications Line Installers and Repairers,-1.054143,7422,Information and communications technology installers and servicers,1.0,-1.054143
49-9061,Camera and Photographic Equipment Repairers,-0.35977,7311,Precision-instrument makers and repairers,1.0,-0.35977
49-9062,Medical Equipment Repairers,-0.5367757,7311,Precision-instrument makers and repairers,1.0,-0.5367757
49-9063,Musical Instrument Repairers and Tuners,-0.5843092,7312,Musical instrument makers and tuners,1.0,-0.5843092
49-9064,Watch Repairers,-0.6192911,7311,Precision-instrument makers and repairers,1.0,-0.6192911
49-9071,"Maintenance and Repair Workers, General",-1.06955,9622,Odd job persons,1.0,-1.06955
49-9081,Wind Turbine Service Technicians,-0.9838256,7233,Agricultural and industrial machinery mechanics and repairers,1.0,-0.9838256
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",-0.8515025,9623,Meter readers and vending-machine collectors,1.0,-0.8515025
49-9092,Commercial Divers,-1.08214,7541,Underwater divers,1.0,-1.08214
49-9093,"Fabric Menders, Except Garment",-1.464355,7533,"Sewing, embroidery and related workers",1.0,-1.464355
49-9094,Locksmiths and Safe Repairers,-0.9909422,7222,Toolmakers and related workers,1.0,-0.9909422
49-9095,Manufactured Building and Mobile Home Installers,-1.439807,7119,Building frame and related trades workers not elsewhere classified,1.0,-1.439807
49-9096,Riggers,-1.277513,7215,Riggers and cable splicers,1.0,-1.277513
49-9097,Signal and Track Switch Repairers,-1.147593,7412,Electrical mechanics and fitters,1.0,-1.147593
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",-1.320576,9622,Odd job persons,1.0,-1.320576
49-9099,"Installation, Maintenance, and Repair Workers, All Other",-0.7931647,9622,Odd job persons,1.0,-0.7931647
51-1011,First-Line Supervisors of Production and Operating Workers,-0.0370227,3122,Manufacturing supervisors,3.0,-0.0123409
51-1011,First-Line Supervisors of Production and Operating Workers,-0.0370227,3131,Power production plant operators,3.0,-0.0123409
51-1011,First-Line Supervisors of Production and Operating Workers,-0.0370227,3132,Incinerator and water treatment plant operators,3.0,-0.0123409
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",-0.9270664,8211,Mechanical machinery assemblers,1.0,-0.9270664
51-2021,"Coil Winders, Tapers, and Finishers",-0.8689131,8212,Electrical and electronic equipment assemblers,1.0,-0.8689131
